Metadata_JCP2022,Metadata_NCBI_Gene_ID,Metadata_Symbol
JCP2022_806038,285671,RNF180
JCP2022_806039,51255,RNF181
JCP2022_806040,221687,RNF182
JCP2022_806041,138065,RNF183
JCP2022_806042,91445,RNF185
JCP2022_806043,54546,RNF186
JCP2022_806044,149603,RNF187
JCP2022_806045,25897,RNF19A
JCP2022_806046,127544,RNF19B
JCP2022_806047,6045,RNF2
JCP2022_806048,56254,RNF20
JCP2022_806049,388591,RNF207
JCP2022_806050,727800,RNF208
JCP2022_806051,285498,RNF212
JCP2022_806052,57674,RNF213
JCP2022_806053,257160,RNF214
JCP2022_806054,200312,RNF215
JCP2022_806055,54476,RNF216
JCP2022_806056,154214,RNF217
JCP2022_806057,79596,RNF219
JCP2022_806058,55182,RNF220
JCP2022_806059,643904,RNF222
JCP2022_806060,401934,RNF223
JCP2022_806061,646862,RNF225
JCP2022_806062,11237,RNF24
JCP2022_806063,64320,RNF25
JCP2022_806064,79102,RNF26
JCP2022_806065,55072,RNF31
JCP2022_806066,140545,RNF32
JCP2022_806067,80196,RNF34
JCP2022_806068,152006,RNF38
JCP2022_806069,80352,RNF39
JCP2022_806070,6047,RNF4
JCP2022_806071,9810,RNF40
JCP2022_806072,10193,RNF41
JCP2022_806073,54894,RNF43
JCP2022_806074,22838,RNF44
JCP2022_806075,6048,RNF5
JCP2022_806076,6049,RNF6
JCP2022_806077,9616,RNF7
JCP2022_806078,9025,RNF8
JCP2022_806079,51136,RNFT1
JCP2022_806080,84900,RNFT2
JCP2022_806081,8732,RNGTT
JCP2022_806082,8731,RNMT
JCP2022_806083,6051,RNPEP
JCP2022_806084,57140,RNPEPL1
JCP2022_806085,6091,ROBO1
JCP2022_806086,6093,ROCK1
JCP2022_806087,9475,ROCK2
JCP2022_806088,6094,ROM1
JCP2022_806089,83853,ROPN1L
JCP2022_806090,4919,ROR1
JCP2022_806091,4920,ROR2
JCP2022_806092,6095,RORA
JCP2022_806093,6096,RORB
JCP2022_806094,6097,RORC
JCP2022_806095,6098,ROS1
JCP2022_806096,6102,RP2
JCP2022_806097,6117,RPA1
JCP2022_806098,6120,RPE
JCP2022_806099,6121,RPE65
JCP2022_806100,22934,RPIA
JCP2022_806101,6124,RPL4
JCP2022_806102,6129,RPL7
JCP2022_806103,6184,RPN1
JCP2022_806104,6185,RPN2
JCP2022_806105,11102,RPP14
JCP2022_806106,56475,RPRM
JCP2022_806107,6187,RPS2
JCP2022_806108,6228,RPS23
JCP2022_806109,6195,RPS6KA1
JCP2022_806110,6196,RPS6KA2
JCP2022_806111,6197,RPS6KA3
JCP2022_806112,8986,RPS6KA4
JCP2022_806113,9252,RPS6KA5
JCP2022_806114,27330,RPS6KA6
JCP2022_806115,6198,RPS6KB1
JCP2022_806116,6199,RPS6KB2
JCP2022_806117,26750,RPS6KC1
JCP2022_806118,83694,RPS6KL1
JCP2022_806119,113000,RPUSD1
JCP2022_806120,27079,RPUSD2
JCP2022_806121,6236,RRAD
JCP2022_806122,10670,RRAGA
JCP2022_806123,10325,RRAGB
JCP2022_806124,58528,RRAGD
JCP2022_806125,6237,RRAS
JCP2022_806126,22800,RRAS2
JCP2022_806127,6239,RREB1
JCP2022_806128,10692,RRH
JCP2022_806129,6240,RRM1
JCP2022_806130,6241,RRM2
JCP2022_806131,50484,RRM2B
JCP2022_806132,54700,RRN3
JCP2022_806133,91543,RSAD2
JCP2022_806134,6248,RSC1A1
JCP2022_806135,51773,RSF1
JCP2022_806136,89970,RSPRY1
JCP2022_806137,8634,RTCA
JCP2022_806138,51750,RTEL1
JCP2022_806139,84816,RTN4IP1
JCP2022_806140,65078,RTN4R
JCP2022_806141,80230,RUFY1
JCP2022_806142,861,RUNX1
JCP2022_806143,862,RUNX1T1
JCP2022_806144,860,RUNX2
JCP2022_806145,864,RUNX3
JCP2022_806146,8607,RUVBL1
JCP2022_806147,10856,RUVBL2
JCP2022_806148,59350,RXFP1
JCP2022_806149,122042,RXFP2
JCP2022_806150,51289,RXFP3
JCP2022_806151,339403,RXFP4
JCP2022_806152,6256,RXRA
JCP2022_806153,6257,RXRB
JCP2022_806154,6258,RXRG
JCP2022_806155,6259,RYK
JCP2022_806156,6261,RYR1
JCP2022_806157,6262,RYR2
JCP2022_806158,6263,RYR3
JCP2022_806159,6274,S100A3
JCP2022_806160,6277,S100A6
JCP2022_806161,1901,S1PR1
JCP2022_806162,9294,S1PR2
JCP2022_806163,1903,S1PR3
JCP2022_806164,8698,S1PR4
JCP2022_806165,53637,S1PR5
JCP2022_806166,22908,SACM1L
JCP2022_806167,10055,SAE1
JCP2022_806168,6299,SALL1
JCP2022_806169,6297,SALL2
JCP2022_806170,27164,SALL3
JCP2022_806171,57167,SALL4
JCP2022_806172,23034,SAMD4A
JCP2022_806173,25939,SAMHD1
JCP2022_806174,10284,SAP18
JCP2022_806175,8819,SAP30
JCP2022_806176,29115,SAP30BP
JCP2022_806177,1757,SARDH
JCP2022_806178,84324,SARNP
JCP2022_806179,6301,SARS
JCP2022_806180,54938,SARS2
JCP2022_806181,6303,SAT1
JCP2022_806182,112483,SAT2
JCP2022_806183,6304,SATB1
JCP2022_806184,23314,SATB2
JCP2022_806185,6305,SBF1
JCP2022_806186,388228,SBK1
JCP2022_806187,646643,SBK2
JCP2022_806188,100130827,SBK3
JCP2022_806189,6309,SC5D
JCP2022_806190,9522,SCAMP1
JCP2022_806191,10066,SCAMP2
JCP2022_806192,10067,SCAMP3
JCP2022_806193,51282,SCAND1
JCP2022_806194,51435,SCARA3
JCP2022_806195,950,SCARB2
JCP2022_806196,91179,SCARF2
JCP2022_806197,6319,SCD
JCP2022_806198,79966,SCD5
JCP2022_806199,8796,SCEL
JCP2022_806200,51540,SCLY
JCP2022_806201,22955,SCMH1
JCP2022_806202,6322,SCML1
JCP2022_806203,10389,SCML2
JCP2022_806204,256380,SCML4
JCP2022_806205,6336,SCN10A
JCP2022_806206,11280,SCN11A
JCP2022_806207,6323,SCN1A
JCP2022_806208,6324,SCN1B
JCP2022_806209,6326,SCN2A
JCP2022_806210,6327,SCN2B
JCP2022_806211,6328,SCN3A
JCP2022_806212,55800,SCN3B
JCP2022_806213,6329,SCN4A
JCP2022_806214,6330,SCN4B
JCP2022_806215,6331,SCN5A
JCP2022_806216,6332,SCN7A
JCP2022_806217,6334,SCN8A
JCP2022_806218,6335,SCN9A
JCP2022_806219,6337,SCNN1A
JCP2022_806220,6338,SCNN1B
JCP2022_806221,6339,SCNN1D
JCP2022_806222,6340,SCNN1G
JCP2022_806223,59342,SCPEP1
JCP2022_806224,9805,SCRN1
JCP2022_806225,90507,SCRN2
JCP2022_806226,79634,SCRN3
JCP2022_806227,83482,SCRT1
JCP2022_806228,85508,SCRT2
JCP2022_806229,6344,SCTR
JCP2022_806230,642658,SCX
JCP2022_806231,57410,SCYL1
JCP2022_806232,55681,SCYL2
JCP2022_806233,57147,SCYL3
JCP2022_806234,6386,SDCBP
JCP2022_806235,6389,SDHA
JCP2022_806236,6390,SDHB
JCP2022_806237,6392,SDHD
JCP2022_806238,195814,SDR16C5
JCP2022_806239,93517,SDR42E1
JCP2022_806240,121214,SDR9C7
JCP2022_806241,10993,SDS
JCP2022_806242,113675,SDSL
JCP2022_806243,23478,SEC11A
JCP2022_806244,90701,SEC11C
JCP2022_806245,6397,SEC14L1
JCP2022_806246,23541,SEC14L2
JCP2022_806247,266629,SEC14L3
JCP2022_806248,9919,SEC16A
JCP2022_806249,10802,SEC24A
JCP2022_806250,11231,SEC63
JCP2022_806251,79048,SECISBP2
JCP2022_806252,29843,SENP1
JCP2022_806253,59343,SENP2
JCP2022_806254,26168,SENP3
JCP2022_806255,205564,SENP5
JCP2022_806256,26054,SENP6
JCP2022_806257,57337,SENP7
JCP2022_806258,123228,SENP8
JCP2022_806259,22929,SEPHS1
JCP2022_806260,22928,SEPHS2
JCP2022_806261,1731,SEPT1
JCP2022_806262,55752,SEPT11
JCP2022_806263,55964,SEPT3
JCP2022_806264,5414,SEPT4
JCP2022_806265,5413,SEPT5
JCP2022_806266,23157,SEPT6
JCP2022_806267,989,SEPT7
JCP2022_806268,10801,SEPT9
JCP2022_806269,253190,SERHL2
JCP2022_806270,10955,SERINC3
JCP2022_806271,51156,SERPINA10
JCP2022_806272,5267,SERPINA4
JCP2022_806273,5104,SERPINA5
JCP2022_806274,866,SERPINA6
JCP2022_806275,6906,SERPINA7
JCP2022_806276,1992,SERPINB1
JCP2022_806277,5275,SERPINB13
JCP2022_806278,6317,SERPINB3
JCP2022_806279,5268,SERPINB5
JCP2022_806280,5269,SERPINB6
JCP2022_806281,5272,SERPINB9
JCP2022_806282,462,SERPINC1
JCP2022_806283,5274,SERPINI1
JCP2022_806284,5276,SERPINI2
JCP2022_806285,29950,SERTAD1
JCP2022_806286,9792,SERTAD2
JCP2022_806287,29946,SERTAD3
JCP2022_806288,6418,SET
JCP2022_806289,29072,SETD2
JCP2022_806290,80854,SETD7
JCP2022_806291,9869,SETDB1
JCP2022_806292,83852,SETDB2
JCP2022_806293,6419,SETMAR
JCP2022_806294,26470,SEZ6L2
JCP2022_806295,7536,SF1
JCP2022_806296,6422,SFRP1
JCP2022_806297,6423,SFRP2
JCP2022_806298,6424,SFRP4
JCP2022_806299,6425,SFRP5
JCP2022_806300,94081,SFXN1
JCP2022_806301,118980,SFXN2
JCP2022_806302,119559,SFXN4
JCP2022_806303,94097,SFXN5
JCP2022_806304,6446,SGK1
JCP2022_806305,10110,SGK2
JCP2022_806306,157285,SGK223
JCP2022_806307,23678,SGK3
JCP2022_806308,124923,SGK494
JCP2022_806309,259230,SGMS1
JCP2022_806310,166929,SGMS2
JCP2022_806311,8879,SGPL1
JCP2022_806312,81537,SGPP1
JCP2022_806313,130367,SGPP2
JCP2022_806314,6448,SGSH
JCP2022_806315,6450,SH3BGR
JCP2022_806316,6456,SH3GL2
JCP2022_806317,57630,SH3RF1
JCP2022_806318,153769,SH3RF2
JCP2022_806319,344558,SH3RF3
JCP2022_806320,6461,SHB
JCP2022_806321,6464,SHC1
JCP2022_806322,7979,SHFM1
JCP2022_806323,6469,SHH
JCP2022_806324,6470,SHMT1
JCP2022_806325,6472,SHMT2
JCP2022_806326,6474,SHOX2
JCP2022_806327,23729,SHPK
JCP2022_806328,257218,SHPRH
JCP2022_806329,357,SHROOM2
JCP2022_806330,6476,SI
JCP2022_806331,6477,SIAH1
JCP2022_806332,6478,SIAH2
JCP2022_806333,10280,SIGMAR1
JCP2022_806334,23235,SIK2
JCP2022_806335,23387,SIK3
JCP2022_806336,6492,SIM1
JCP2022_806337,6493,SIM2
JCP2022_806338,25942,SIN3A
JCP2022_806339,23309,SIN3B
JCP2022_806340,140885,SIRPA
JCP2022_806341,23411,SIRT1
JCP2022_806342,22933,SIRT2
JCP2022_806343,23410,SIRT3
JCP2022_806344,23408,SIRT5
JCP2022_806345,51548,SIRT6
JCP2022_806346,51547,SIRT7
JCP2022_806347,10572,SIVA1
JCP2022_806348,6495,SIX1
JCP2022_806349,10736,SIX2
JCP2022_806350,6496,SIX3
JCP2022_806351,51804,SIX4
JCP2022_806352,147912,SIX5
JCP2022_806353,4990,SIX6
JCP2022_806354,6498,SKIL
JCP2022_806355,6499,SKIV2L
JCP2022_806356,6502,SKP2
JCP2022_806357,6504,SLAMF1
JCP2022_806358,114836,SLAMF6
JCP2022_806359,6554,SLC10A1
JCP2022_806360,6555,SLC10A2
JCP2022_806361,201780,SLC10A4
JCP2022_806362,84068,SLC10A7
JCP2022_806363,6556,SLC11A1
JCP2022_806364,4891,SLC11A2
JCP2022_806365,6557,SLC12A1
JCP2022_806366,6558,SLC12A2
JCP2022_806367,6559,SLC12A3
JCP2022_806368,6560,SLC12A4
JCP2022_806369,57468,SLC12A5
JCP2022_806370,9990,SLC12A6
JCP2022_806371,10723,SLC12A7
JCP2022_806372,56996,SLC12A9
JCP2022_806373,6561,SLC13A1
JCP2022_806374,9058,SLC13A2
JCP2022_806375,64849,SLC13A3
JCP2022_806376,26266,SLC13A4
JCP2022_806377,284111,SLC13A5
JCP2022_806378,6563,SLC14A1
JCP2022_806379,8170,SLC14A2
JCP2022_806380,6564,SLC15A1
JCP2022_806381,6565,SLC15A2
JCP2022_806382,51296,SLC15A3
JCP2022_806383,121260,SLC15A4
JCP2022_806384,6566,SLC16A1
JCP2022_806385,117247,SLC16A10
JCP2022_806386,162515,SLC16A11
JCP2022_806387,6567,SLC16A2
JCP2022_806388,9123,SLC16A3
JCP2022_806389,9122,SLC16A4
JCP2022_806390,9121,SLC16A5
JCP2022_806391,9120,SLC16A6
JCP2022_806392,9194,SLC16A7
JCP2022_806393,23539,SLC16A8
JCP2022_806394,6568,SLC17A1
JCP2022_806395,10786,SLC17A3
JCP2022_806396,10050,SLC17A4
JCP2022_806397,26503,SLC17A5
JCP2022_806398,57084,SLC17A6
JCP2022_806399,57030,SLC17A7
JCP2022_806400,246213,SLC17A8
JCP2022_806401,6570,SLC18A1
JCP2022_806402,6571,SLC18A2
JCP2022_806403,6572,SLC18A3
JCP2022_806404,6573,SLC19A1
JCP2022_806405,10560,SLC19A2
JCP2022_806406,80704,SLC19A3
JCP2022_806407,6505,SLC1A1
JCP2022_806408,6506,SLC1A2
JCP2022_806409,6507,SLC1A3
JCP2022_806410,6509,SLC1A4
JCP2022_806411,6510,SLC1A5
JCP2022_806412,6512,SLC1A7
JCP2022_806413,6574,SLC20A1
JCP2022_806414,6575,SLC20A2
JCP2022_806415,6580,SLC22A1
JCP2022_806416,55867,SLC22A11
JCP2022_806417,116085,SLC22A12
JCP2022_806418,55356,SLC22A15
JCP2022_806419,51310,SLC22A17
JCP2022_806420,5002,SLC22A18
JCP2022_806421,6582,SLC22A2
JCP2022_806422,63027,SLC22A23
JCP2022_806423,387601,SLC22A25
JCP2022_806424,6581,SLC22A3
JCP2022_806425,6583,SLC22A4
JCP2022_806426,6584,SLC22A5
JCP2022_806427,9356,SLC22A6
JCP2022_806428,10864,SLC22A7
JCP2022_806429,9376,SLC22A8
JCP2022_806430,114571,SLC22A9
JCP2022_806431,9963,SLC23A1
JCP2022_806432,9962,SLC23A2
JCP2022_806433,151295,SLC23A3
JCP2022_806434,9187,SLC24A1
JCP2022_806435,25769,SLC24A2
JCP2022_806436,57419,SLC24A3
JCP2022_806437,123041,SLC24A4
JCP2022_806438,283652,SLC24A5
JCP2022_806439,6576,SLC25A1
JCP2022_806440,1468,SLC25A10
JCP2022_806441,8402,SLC25A11
JCP2022_806442,8604,SLC25A12
JCP2022_806443,10165,SLC25A13
JCP2022_806444,9016,SLC25A14
JCP2022_806445,10166,SLC25A15
JCP2022_806446,8034,SLC25A16
JCP2022_806447,83733,SLC25A18
JCP2022_806448,60386,SLC25A19
JCP2022_806449,83884,SLC25A2
JCP2022_806450,788,SLC25A20
JCP2022_806451,79751,SLC25A22
JCP2022_806452,79085,SLC25A23
JCP2022_806453,114789,SLC25A25
JCP2022_806454,9481,SLC25A27
JCP2022_806455,123096,SLC25A29
JCP2022_806456,5250,SLC25A3
JCP2022_806457,81034,SLC25A32
JCP2022_806458,55186,SLC25A36
JCP2022_806459,51312,SLC25A37
JCP2022_806460,291,SLC25A4
JCP2022_806461,203427,SLC25A43
JCP2022_806462,9673,SLC25A44
JCP2022_806463,283130,SLC25A45
JCP2022_806464,292,SLC25A5
JCP2022_806465,65012,SLC26A10
JCP2022_806466,284129,SLC26A11
JCP2022_806467,1836,SLC26A2
JCP2022_806468,1811,SLC26A3
JCP2022_806469,5172,SLC26A4
JCP2022_806470,375611,SLC26A5
JCP2022_806471,115019,SLC26A9
JCP2022_806472,376497,SLC27A1
JCP2022_806473,11001,SLC27A2
JCP2022_806474,11000,SLC27A3
JCP2022_806475,10999,SLC27A4
JCP2022_806476,10998,SLC27A5
JCP2022_806477,28965,SLC27A6
JCP2022_806478,9153,SLC28A2
JCP2022_806479,64078,SLC28A3
JCP2022_806480,2030,SLC29A1
JCP2022_806481,3177,SLC29A2
JCP2022_806482,55315,SLC29A3
JCP2022_806483,6513,SLC2A1
JCP2022_806484,154091,SLC2A12
JCP2022_806485,114134,SLC2A13
JCP2022_806486,144195,SLC2A14
JCP2022_806487,6514,SLC2A2
JCP2022_806488,6515,SLC2A3
JCP2022_806489,6517,SLC2A4
JCP2022_806490,56731,SLC2A4RG
JCP2022_806491,6518,SLC2A5
JCP2022_806492,11182,SLC2A6
JCP2022_806493,56606,SLC2A9
JCP2022_806494,7779,SLC30A1
JCP2022_806495,55532,SLC30A10
JCP2022_806496,7780,SLC30A2
JCP2022_806497,7781,SLC30A3
JCP2022_806498,7782,SLC30A4
JCP2022_806499,64924,SLC30A5
JCP2022_806500,148867,SLC30A7
JCP2022_806501,169026,SLC30A8
JCP2022_806502,1318,SLC31A2
JCP2022_806503,9197,SLC33A1
JCP2022_806504,6569,SLC34A1
JCP2022_806505,10568,SLC34A2
JCP2022_806506,142680,SLC34A3
JCP2022_806507,10559,SLC35A1
JCP2022_806508,7355,SLC35A2
JCP2022_806509,23443,SLC35A3
JCP2022_806510,113829,SLC35A4
JCP2022_806511,55032,SLC35A5
JCP2022_806512,55343,SLC35C1
JCP2022_806513,23169,SLC35D1
JCP2022_806514,206358,SLC36A1
JCP2022_806515,153201,SLC36A2
JCP2022_806516,285641,SLC36A3
JCP2022_806517,120103,SLC36A4
JCP2022_806518,54020,SLC37A1
JCP2022_806519,219855,SLC37A2
JCP2022_806520,84255,SLC37A3
JCP2022_806521,2542,SLC37A4
JCP2022_806522,81539,SLC38A1
JCP2022_806523,151258,SLC38A11
JCP2022_806524,54407,SLC38A2
JCP2022_806525,10991,SLC38A3
JCP2022_806526,55089,SLC38A4
JCP2022_806527,145389,SLC38A6
JCP2022_806528,55238,SLC38A7
JCP2022_806529,27173,SLC39A1
JCP2022_806530,29986,SLC39A2
JCP2022_806531,29985,SLC39A3
JCP2022_806532,55630,SLC39A4
JCP2022_806533,6519,SLC3A1
JCP2022_806534,6520,SLC3A2
JCP2022_806535,30061,SLC40A1
JCP2022_806536,254428,SLC41A1
JCP2022_806537,84102,SLC41A2
JCP2022_806538,54946,SLC41A3
JCP2022_806539,8501,SLC43A1
JCP2022_806540,23446,SLC44A1
JCP2022_806541,57153,SLC44A2
JCP2022_806542,113235,SLC46A1
JCP2022_806543,57864,SLC46A2
JCP2022_806544,6521,SLC4A1
JCP2022_806545,83959,SLC4A11
JCP2022_806546,22950,SLC4A1AP
JCP2022_806547,6522,SLC4A2
JCP2022_806548,6508,SLC4A3
JCP2022_806549,8671,SLC4A4
JCP2022_806550,57835,SLC4A5
JCP2022_806551,9497,SLC4A7
JCP2022_806552,9498,SLC4A8
JCP2022_806553,83697,SLC4A9
JCP2022_806554,55065,SLC52A1
JCP2022_806555,6523,SLC5A1
JCP2022_806556,125206,SLC5A10
JCP2022_806557,115584,SLC5A11
JCP2022_806558,159963,SLC5A12
JCP2022_806559,6524,SLC5A2
JCP2022_806560,6526,SLC5A3
JCP2022_806561,6527,SLC5A4
JCP2022_806562,6528,SLC5A5
JCP2022_806563,8884,SLC5A6
JCP2022_806564,60482,SLC5A7
JCP2022_806565,6529,SLC6A1
JCP2022_806566,6538,SLC6A11
JCP2022_806567,6539,SLC6A12
JCP2022_806568,6540,SLC6A13
JCP2022_806569,11254,SLC6A14
JCP2022_806570,55117,SLC6A15
JCP2022_806571,28968,SLC6A16
JCP2022_806572,340024,SLC6A19
JCP2022_806573,6530,SLC6A2
JCP2022_806574,54716,SLC6A20
JCP2022_806575,6531,SLC6A3
JCP2022_806576,6532,SLC6A4
JCP2022_806577,9152,SLC6A5
JCP2022_806578,6533,SLC6A6
JCP2022_806579,6534,SLC6A7
JCP2022_806580,6535,SLC6A8
JCP2022_806581,6536,SLC6A9
JCP2022_806582,6541,SLC7A1
JCP2022_806583,56301,SLC7A10
JCP2022_806584,23657,SLC7A11
JCP2022_806585,157724,SLC7A13
JCP2022_806586,84889,SLC7A3
JCP2022_806587,6545,SLC7A4
JCP2022_806588,8140,SLC7A5
JCP2022_806589,9057,SLC7A6
JCP2022_806590,9056,SLC7A7
JCP2022_806591,23428,SLC7A8
JCP2022_806592,11136,SLC7A9
JCP2022_806593,6546,SLC8A1
JCP2022_806594,6543,SLC8A2
JCP2022_806595,6547,SLC8A3
JCP2022_806596,9351,SLC9A3R2
JCP2022_806597,6553,SLC9A5
JCP2022_806598,10479,SLC9A6
JCP2022_806599,285195,SLC9A9
JCP2022_806600,285335,SLC9C1
JCP2022_806601,6579,SLCO1A2
JCP2022_806602,10599,SLCO1B1
JCP2022_806603,28234,SLCO1B3
JCP2022_806604,53919,SLCO1C1
JCP2022_806605,6578,SLCO2A1
JCP2022_806606,11309,SLCO2B1
JCP2022_806607,28232,SLCO3A1
JCP2022_806608,28231,SLCO4A1
JCP2022_806609,353189,SLCO4C1
JCP2022_806610,81796,SLCO5A1
JCP2022_806611,133482,SLCO6A1
JCP2022_806612,84250,SLF1
JCP2022_806613,91607,SLFN11
JCP2022_806614,55106,SLFN12
JCP2022_806615,146857,SLFN13
JCP2022_806616,162394,SLFN5
JCP2022_806617,9748,SLK
JCP2022_806618,6590,SLPI
JCP2022_806619,4086,SMAD1
JCP2022_806620,4087,SMAD2
JCP2022_806621,4088,SMAD3
JCP2022_806622,4089,SMAD4
JCP2022_806623,4090,SMAD5
JCP2022_806624,4091,SMAD6
JCP2022_806625,4092,SMAD7
JCP2022_806626,4093,SMAD9
JCP2022_806627,6594,SMARCA1
JCP2022_806628,6595,SMARCA2
JCP2022_806629,6597,SMARCA4
JCP2022_806630,8467,SMARCA5
JCP2022_806631,56916,SMARCAD1
JCP2022_806632,50485,SMARCAL1
JCP2022_806633,6598,SMARCB1
JCP2022_806634,6599,SMARCC1
JCP2022_806635,6601,SMARCC2
JCP2022_806636,6602,SMARCD1
JCP2022_806637,6603,SMARCD2
JCP2022_806638,6604,SMARCD3
JCP2022_806639,6605,SMARCE1
JCP2022_806640,8243,SMC1A
JCP2022_806641,27127,SMC1B
JCP2022_806642,10592,SMC2
JCP2022_806643,10051,SMC4
JCP2022_806644,6608,SMO
JCP2022_806645,54498,SMOX
JCP2022_806646,6609,SMPD1
JCP2022_806647,6610,SMPD2
JCP2022_806648,55512,SMPD3
JCP2022_806649,10924,SMPDL3A
JCP2022_806650,27293,SMPDL3B
JCP2022_806651,6611,SMS
JCP2022_806652,23583,SMUG1
JCP2022_806653,57154,SMURF1
JCP2022_806654,64750,SMURF2
JCP2022_806655,150572,SMYD1
JCP2022_806656,56950,SMYD2
JCP2022_806657,64754,SMYD3
JCP2022_806658,10322,SMYD5
JCP2022_806659,6615,SNAI1
JCP2022_806660,6591,SNAI2
JCP2022_806661,333929,SNAI3
JCP2022_806662,6618,SNAPC2
JCP2022_806663,6621,SNAPC4
JCP2022_806664,10302,SNAPC5
JCP2022_806665,27044,SND1
JCP2022_806666,54861,SNRK
JCP2022_806667,23020,SNRNP200
JCP2022_806668,10073,SNUPN
JCP2022_806669,22938,SNW1
JCP2022_806670,27131,SNX5
JCP2022_806671,51429,SNX9
JCP2022_806672,6646,SOAT1
JCP2022_806673,8435,SOAT2
JCP2022_806674,8651,SOCS1
JCP2022_806675,8835,SOCS2
JCP2022_806676,9021,SOCS3
JCP2022_806677,122809,SOCS4
JCP2022_806678,9655,SOCS5
JCP2022_806679,9306,SOCS6
JCP2022_806680,30837,SOCS7
JCP2022_806681,6647,SOD1
JCP2022_806682,6648,SOD2
JCP2022_806683,402381,SOHLH1
JCP2022_806684,54937,SOHLH2
JCP2022_806685,6651,SON
JCP2022_806686,114815,SORCS1
JCP2022_806687,57537,SORCS2
JCP2022_806688,22986,SORCS3
JCP2022_806689,6652,SORD
JCP2022_806690,6653,SORL1
JCP2022_806691,6272,SORT1
JCP2022_806692,6654,SOS1
JCP2022_806693,50964,SOST
JCP2022_806694,65124,SOWAHC
JCP2022_806695,6656,SOX1
JCP2022_806696,6663,SOX10
JCP2022_806697,6664,SOX11
JCP2022_806698,6666,SOX12
JCP2022_806699,9580,SOX13
JCP2022_806700,8403,SOX14
JCP2022_806701,6665,SOX15
JCP2022_806702,64321,SOX17
JCP2022_806703,54345,SOX18
JCP2022_806704,6657,SOX2
JCP2022_806705,11166,SOX21
JCP2022_806706,6658,SOX3
JCP2022_806707,11063,SOX30
JCP2022_806708,6659,SOX4
JCP2022_806709,6660,SOX5
JCP2022_806710,55553,SOX6
JCP2022_806711,83595,SOX7
JCP2022_806712,30812,SOX8
JCP2022_806713,6662,SOX9
JCP2022_806714,6667,SP1
JCP2022_806715,3431,SP110
JCP2022_806716,11262,SP140
JCP2022_806717,6668,SP2
JCP2022_806718,6670,SP3
JCP2022_806719,6671,SP4
JCP2022_806720,389058,SP5
JCP2022_806721,80320,SP6
JCP2022_806722,121340,SP7
JCP2022_806723,221833,SP8
JCP2022_806724,100131390,SP9
JCP2022_806725,124912,SPACA3
JCP2022_806726,6677,SPAM1
JCP2022_806727,6683,SPAST
JCP2022_806728,166378,SPATA5
JCP2022_806729,79029,SPATA5L1
JCP2022_806730,25803,SPDEF
JCP2022_806731,10290,SPEG
JCP2022_806732,23013,SPEN
JCP2022_806733,6687,SPG7
JCP2022_806734,8877,SPHK1
JCP2022_806735,56848,SPHK2
JCP2022_806736,6688,SPI1
JCP2022_806737,6689,SPIB
JCP2022_806738,121599,SPIC
JCP2022_806739,6690,SPINK1
JCP2022_806740,11005,SPINK5
JCP2022_806741,10653,SPINT2
JCP2022_806742,6693,SPN
JCP2022_806743,83985,SPNS1
JCP2022_806744,23626,SPO11
JCP2022_806745,84888,SPPL2A
JCP2022_806746,56928,SPPL2B
JCP2022_806747,162540,SPPL2C
JCP2022_806748,121665,SPPL3
JCP2022_806749,6697,SPR
JCP2022_806750,80176,SPSB1
JCP2022_806751,84727,SPSB2
JCP2022_806752,90864,SPSB3
JCP2022_806753,92369,SPSB4
JCP2022_806754,6711,SPTBN1
JCP2022_806755,10558,SPTLC1
JCP2022_806756,9517,SPTLC2
JCP2022_806757,55304,SPTLC3
JCP2022_806758,84654,SPZ1
JCP2022_806759,6713,SQLE
JCP2022_806760,58472,SQRDL
JCP2022_806761,10011,SRA1
JCP2022_806762,6714,SRC
JCP2022_806763,10847,SRCAP
JCP2022_806764,6715,SRD5A1
JCP2022_806765,6716,SRD5A2
JCP2022_806766,79644,SRD5A3
JCP2022_806767,6720,SREBF1
JCP2022_806768,6721,SREBF2
JCP2022_806769,6722,SRF
JCP2022_806770,6723,SRM
JCP2022_806771,6725,SRMS
JCP2022_806772,6732,SRPK1
JCP2022_806773,6733,SRPK2
JCP2022_806774,26576,SRPK3
JCP2022_806775,6734,SRPRA
JCP2022_806776,63826,SRR
JCP2022_806777,6427,SRSF2
JCP2022_806778,140809,SRXN1
JCP2022_806779,6736,SRY
JCP2022_806780,26039,SS18L1
JCP2022_806781,23635,SSBP2
JCP2022_806782,23648,SSBP3
JCP2022_806783,170463,SSBP4
JCP2022_806784,136853,SSC4D
JCP2022_806785,54434,SSH1
JCP2022_806786,85464,SSH2
JCP2022_806787,54961,SSH3
JCP2022_806788,6751,SSTR1
JCP2022_806789,6752,SSTR2
JCP2022_806790,6753,SSTR3
JCP2022_806791,6754,SSTR4
JCP2022_806792,6755,SSTR5
JCP2022_806793,6756,SSX1
JCP2022_806794,6767,ST13
JCP2022_806795,6768,ST14
JCP2022_806796,9705,ST18
JCP2022_806797,6482,ST3GAL1
JCP2022_806798,6483,ST3GAL2
JCP2022_806799,6487,ST3GAL3
JCP2022_806800,6484,ST3GAL4
JCP2022_806801,8869,ST3GAL5
JCP2022_806802,10402,ST3GAL6
JCP2022_806803,6480,ST6GAL1
JCP2022_806804,84620,ST6GAL2
JCP2022_806805,55808,ST6GALNAC1
